名称,郵便番号,所在地,TEL,学校種別,BCODE,SCODE,HCODE,EDIT_DAT,x,y
神流町立万場小学校,370-1504,神流町大字万場甲84-2,0274-57-2320,,公立小学校,公立小学校,公立小学校,2015/10/,138.9147561,36.1161527
上野村立上野小学校,370-1611,上野村新羽32,0274-59-2004,,公立小学校,公立小学校,公立小学校,2015/10/,138.7854389,36.08486185
南牧村立南牧小学校,370-2803,南牧村大字千原419番地1,0274-87-2311,,公立小学校,公立小学校,公立小学校,2015/10/,138.7356668,36.17497536
富岡市立富岡小学校,370-2316,富岡市富岡1359,0274-62-3451,,公立小学校,公立小学校,公立小学校,2015/10/,138.8941921,36.25879609
富岡市立西小学校,370-2343,富岡市七日市1073-1,0274-62-0811,,公立小学校,公立小学校,公立小学校,2015/10/,138.8801435,36.25590314
富岡市立一ﾉ宮小学校,370-2452,富岡市一ﾉ宮16-1,0274-62-2034,,公立小学校,公立小学校,公立小学校,2015/10/,138.8554968,36.24889755
富岡市立高瀬小学校,370-2333,富岡市中高瀬761,0274-62-0578,,公立小学校,公立小学校,公立小学校,2015/10/,138.8789361,36.2455732
富岡市立額部小学校,370-2324,富岡市南後箇275,0274-62-0737,,公立小学校,公立小学校,公立小学校,2015/10/,138.8677831,36.23424866
富岡市立吉田小学校,370-2464,富岡市南蛇井275,0274-67-2227,,公立小学校,公立小学校,公立小学校,2015/10/,138.8148503,36.23798513
富岡市立丹生小学校,370-2461,富岡市上丹生3,0274-67-3456,,公立小学校,公立小学校,公立小学校,2015/10/,138.8234172,36.26136544
下仁田町立下仁田小学校,370-2601,下仁田町大字下仁田73,0274-82-2077,,公立小学校,公立小学校,公立小学校,2015/10/,138.7804013,36.21256688
藤岡市立藤岡第一小学校,375-0024,藤岡市藤岡1848-2,0274-22-0549,,公立小学校,公立小学校,公立小学校,2015/10/,139.0744315,36.2420092
藤岡市立藤岡第二小学校,375-0024,藤岡市藤岡991,0274-22-0854,,公立小学校,公立小学校,公立小学校,2015/10/,139.0735901,36.25356596
藤岡市立小野小学校,375-0004,藤岡市森541,0274-22-2546,,公立小学校,公立小学校,公立小学校,2015/10/,139.0755359,36.27826456
藤岡市立美土里小学校,375-0052,藤岡市下大塚222,0274-22-2545,,公立小学校,公立小学校,公立小学校,2015/10/,139.0521761,36.25543849
藤岡市立美九里東小学校,375-0023,藤岡市本郷2067,0274-22-0813,,公立小学校,公立小学校,公立小学校,2015/10/,139.0755774,36.22230664
藤岡市立美九里西小学校,375-0037,藤岡市三本木769,0274-22-1945,,公立小学校,公立小学校,公立小学校,2015/10/,139.0568271,36.20710526
藤岡市立平井小学校,375-0041,藤岡市緑埜388,0274-22-0705,,公立小学校,公立小学校,公立小学校,2015/10/,139.0353235,36.2382911
藤岡市立日野小学校,375-0045,藤岡市金井658,0274-22-0824,,公立小学校,公立小学校,公立小学校,2015/10/,139.0233123,36.21218878
藤岡市立鬼石北小学校,370-1406,藤岡市浄法寺842,0274-52-2754,,公立小学校,公立小学校,公立小学校,2015/10/,139.0591385,36.18798598
藤岡市立鬼石小学校,370-1401,藤岡市鬼石439,0274-52-2756,,公立小学校,公立小学校,公立小学校,2015/10/,139.0555345,36.15838196
高崎市立吉井小学校,370-2132,高崎市吉井町吉井235-1,027-387-3210,,公立小学校,公立小学校,公立小学校,2015/10/,138.9829641,36.25543883
高崎市立吉井西小学校,370-2127,高崎市吉井町長根1930-1,027-387-2817,,公立小学校,公立小学校,公立小学校,2015/10/,138.9686779,36.25494472
高崎市立多胡小学校,370-2124,高崎市吉井町塩23-3,027-387-3217,,公立小学校,公立小学校,公立小学校,2015/10/,138.9771019,36.23660756
高崎市立入野小学校,370-2111,高崎市吉井町小串130,027-387-3216,,公立小学校,公立小学校,公立小学校,2015/10/,139.0139106,36.25607266
高崎市立馬庭小学校,370-2104,高崎市吉井町馬庭1033,027-388-3201,,公立小学校,公立小学校,公立小学校,2015/10/,139.0131288,36.26685178
高崎市立南陽台小学校,370-2101,高崎市吉井町南陽台3-16-1,027-388-3321,,公立小学校,公立小学校,公立小学校,2015/10/,139.0003604,36.27358849
高崎市立岩平小学校,370-2138,高崎市吉井町下奥平205-1,027-388-3215,,公立小学校,公立小学校,公立小学校,2015/10/,138.9664008,36.27307528
甘楽町立小幡小学校,370-2202,甘楽町大字小幡846,0274-74-3176,,公立小学校,公立小学校,公立小学校,2015/10/,138.9174605,36.23172365
甘楽町立福島小学校,370-2212,甘楽町大字福島939-1,0274-74-3136,,公立小学校,公立小学校,公立小学校,2015/10/,138.9226132,36.25624265
甘楽町立新屋小学校,370-2217,甘楽町大字天引38-1,0274-74-3174,,公立小学校,公立小学校,公立小学校,2015/10/,138.9498752,36.24924473
伊勢崎市立豊受小学校,372-0842,伊勢崎市馬見塚町1130,0270-32-0280,,公立小学校,公立小学校,公立小学校,2015/10/,139.2110936,36.27483282
伊勢崎市立境剛志小学校,370-0126,伊勢崎市境下武士831,0270-74-0037,,公立小学校,公立小学校,公立小学校,2015/10/,139.2366479,36.27602956
高崎市立新町第一小学校,370-1301,高崎市新町345-1,0274-42-0933,,公立小学校,公立小学校,公立小学校,2015/10/,139.1115764,36.27704415
藤岡市立神流小学校,375-0012,藤岡市下戸塚190,0274-22-2444,,公立小学校,公立小学校,公立小学校,2015/10/,139.0950314,36.25842247
高崎市立新町第二小学校,370-1301,高崎市新町2010-1,0274-42-6251,,公立小学校,公立小学校,公立小学校,2015/10/,139.1022694,36.26506078
伊勢崎市立境小学校,370-0124,伊勢崎市境515,0270-74-0036,,公立小学校,公立小学校,公立小学校,2015/10/,139.2527902,36.27287731
伊勢崎市立境島小学校,370-0134,伊勢崎市境島村1968-40,0270-74-9346,,公立小学校,公立小学校,公立小学校,2015/10/,139.2410189,36.24847275
伊勢崎市立境東小学校,370-0131,伊勢崎市境米岡253-2,0270-74-0327,,公立小学校,公立小学校,公立小学校,2015/10/,139.2618299,36.26780481
太田市立沢野小学校,373-0831,太田市福沢町226-1,0276-38-0455,,公立小学校,公立小学校,公立小学校,2015/10/,139.3557971,36.26729939
太田市立南小学校,373-0825,太田市高林東町1372,0276-38-0202,,公立小学校,公立小学校,公立小学校,2015/10/,139.3762919,36.2557577
太田市立宝泉南小学校,373-0846,太田市中根町261-1,0276-31-0518,,公立小学校,公立小学校,公立小学校,2015/10/,139.3253641,36.27429908
太田市立旭小学校,373-0816,太田市東矢島町1249,0276-46-3463,,公立小学校,公立小学校,公立小学校,2015/10/,139.3852716,36.27271935
太田市立沢野中央小学校,373-0832,太田市富沢町73,0276-30-5521,,公立小学校,公立小学校,公立小学校,2015/10/,139.3579997,36.2640035
太田市立尾島小学校,370-0411,太田市亀岡町甲61-2,0276-52-0019,,公立小学校,公立小学校,公立小学校,2015/10/,139.3197921,36.25744904
太田市立世良田小学校,370-0426,太田市世良田町3113-7,0276-52-1004,,公立小学校,公立小学校,公立小学校,2015/10/,139.276824,36.26171888
大泉町立西小学校,370-0536,大泉町古氷106-1,0276-62-3537,,公立小学校,公立小学校,公立小学校,2015/10/,139.3954962,36.26011444
館林市立第一小学校,374-0064,館林市代官町9-1,0276-72-4438,,公立小学校,公立小学校,公立小学校,2015/10/,139.5338611,36.25347672
館林市立第二小学校,374-0024,館林市本町3-6-1,0276-72-4472,,公立小学校,公立小学校,公立小学校,2015/10/,139.536501,36.24521859
館林市立第三小学校,374-0019,館林市尾曳町14-1,0276-72-4063,,公立小学校,公立小学校,公立小学校,2015/10/,139.5463631,36.24778488
館林市立第六小学校,374-0026,館林市新宿2-15-1,0276-72-4060,,公立小学校,公立小学校,公立小学校,2015/10/,139.5251552,36.23750189
館林市立第七小学校,374-0046,館林市上三林町599,0276-73-4527,,公立小学校,公立小学校,公立小学校,2015/10/,139.4881306,36.21834998
館林市立第八小学校,374-0075,館林市西高根町45-1,0276-72-4026,,公立小学校,公立小学校,公立小学校,2015/10/,139.5118858,36.26298836
館林市立第九小学校,374-0073,館林市足次町172,0276-72-4071,,公立小学校,公立小学校,公立小学校,2015/10/,139.5359394,36.2641174
館林市立第十小学校,374-0042,館林市近藤町178-39,0276-74-8733,,公立小学校,公立小学校,公立小学校,2015/10/,139.5075535,36.24191848
館林市立美園小学校,374-0039,館林市美園町27-1,0276-72-8088,,公立小学校,公立小学校,公立小学校,2015/10/,139.5317443,36.23179306
明和町立明和西小学校,370-0716,明和町川俣26,0276-84-3116,,公立小学校,公立小学校,公立小学校,2015/10/,139.5131527,36.20083933
千代田町立東小学校,370-0726,千代田町上五箇316,0276-86-3225,,公立小学校,公立小学校,公立小学校,2015/10/,139.4656828,36.19941579
千代田町立西小学校,370-0503,千代田町赤岩1755,0276-86-3204,,公立小学校,公立小学校,公立小学校,2015/10/,139.4393008,36.21658719
大泉町立南小学校,370-0533,大泉町仙石2-1-1,0276-62-2227,,公立小学校,公立小学校,公立小学校,2015/10/,139.4006991,36.24341026
大泉町立北小学校,370-0518,大泉町城之内1-21-1,0276-62-2014,,公立小学校,公立小学校,公立小学校,2015/10/,139.4134904,36.25851278
大泉町立東小学校,370-0514,大泉町朝日3-7-1,0276-63-2971,,公立小学校,公立小学校,公立小学校,2015/10/,139.4244086,36.25569478
邑楽町立中野小学校,370-0603,邑楽町中野3021,0276-88-5501,,公立小学校,公立小学校,公立小学校,2015/10/,139.4667278,36.26457304
邑楽町立高島小学校,370-0605,邑楽町藤川379,0276-88-0644,,公立小学校,公立小学校,公立小学校,2015/10/,139.4538469,36.27375602
邑楽町立長柄小学校,370-0615,邑楽町篠塚1278,0276-88-0649,,公立小学校,公立小学校,公立小学校,2015/10/,139.4585095,36.24009699
邑楽町立中野東小学校,370-0602,邑楽町明野51,0276-89-0888,,公立小学校,公立小学校,公立小学校,2015/10/,139.4773337,36.25874994
館林市立第四小学校,374-0001,館林市大島町4355,0276-77-1504,,公立小学校,公立小学校,公立小学校,2015/10/,139.5808399,36.26317626
館林市立第五小学校,374-0011,館林市羽附町乙1565,0276-72-4314,,公立小学校,公立小学校,公立小学校,2015/10/,139.5609786,36.23259162
板倉町立東小学校,374-0111,板倉町海老瀬4822,0276-82-1141,,公立小学校,公立小学校,公立小学校,2015/10/,139.6517251,36.22457204
板倉町立西小学校,374-0133,板倉町岩田971,0276-82-1140,,公立小学校,公立小学校,公立小学校,2015/10/,139.598106,36.22479841
板倉町立南小学校,374-0122,板倉町大高嶋1696,0276-82-1143,,公立小学校,公立小学校,公立小学校,2015/10/,139.6203549,36.20588835
板倉町立北小学校,374-0107,板倉町西岡395,0276-77-0869,,公立小学校,公立小学校,公立小学校,2015/10/,139.6203152,36.26081387
明和町立明和東小学校,370-0705,明和町千津井293,0276-72-4350,,公立小学校,公立小学校,公立小学校,2015/10/,139.561782,36.21112478
高崎市立下室田小学校,370-3342,高崎市下室田町1206,027-374-1271,,公立小学校,公立小学校,公立小学校,2015/10/,138.8874891,36.38628758
高崎市立中室田小学校,370-3347,高崎市中室田町1561-1,027-374-1272,,公立小学校,公立小学校,公立小学校,2015/10/,138.8697847,36.39338177
高崎市立上室田小学校,370-3346,高崎市上室田町4210,027-374-1273,,公立小学校,公立小学校,公立小学校,2015/10/,138.8396328,36.40363186
高崎市立里見小学校,370-3345,高崎市上里見町甲42-2,027-374-1275,,公立小学校,公立小学校,公立小学校,2015/10/,138.8969558,36.37474041
高崎市立宮沢小学校,370-3338,高崎市宮沢町1100-1,027-374-2317,,公立小学校,公立小学校,公立小学校,2015/10/,138.9138357,36.39869599
富岡市立黒岩小学校,370-2341,富岡市下黒岩1870-1,0274-62-0827,,公立小学校,公立小学校,公立小学校,2015/10/,138.8830932,36.28120711
安中市立安中小学校,379-0116,安中市安中3-10-43,027-381-0215,,公立小学校,公立小学校,公立小学校,2015/10/,138.8959772,36.32999112
安中市立原市小学校,379-0133,安中市原市1-10-23,027-385-8258,,公立小学校,公立小学校,公立小学校,2015/10/,138.8582963,36.31515016
安中市立磯部小学校,379-0127,安中市磯部4-12-8,027-385-5965,,公立小学校,公立小学校,公立小学校,2015/10/,138.8638978,36.30497836
安中市立東横野小学校,379-0124,安中市鷺宮3139-2,027-382-5773,,公立小学校,公立小学校,公立小学校,2015/10/,138.8796762,36.29879887
安中市立秋間小学校,379-0102,安中市東上秋間1831,027-381-0494,,公立小学校,公立小学校,公立小学校,2015/10/,138.8541208,36.35284559
安中市立後閑小学校,379-0106,安中市下後閑1999-1,027-385-8178,,公立小学校,公立小学校,公立小学校,2015/10/,138.8417698,36.32729366
富岡市立妙義小学校,379-0209,富岡市妙義町諸戸150,0274-73-2004,,公立小学校,公立小学校,公立小学校,2015/10/,138.7788534,36.28967753
安中市立松井田小学校,379-0222,安中市松井田町松井田953,027-393-1521,,公立小学校,公立小学校,公立小学校,2015/10/,138.7986743,36.31613824
安中市立臼井小学校,379-0302,安中市松井田町五料2196,027-395-2050,,公立小学校,公立小学校,公立小学校,2015/10/,138.7557468,36.32719138
安中市立西横野小学校,379-0223,安中市松井田町二軒在家887,027-393-1127,,公立小学校,公立小学校,公立小学校,2015/10/,138.8125119,36.29981261
安中市立九十九小学校,379-0212,安中市松井田町下増田446,027-393-1123,,公立小学校,公立小学校,公立小学校,2015/10/,138.8159464,36.3254178
富岡市立高田小学校,370-2412,富岡市妙義町下高田1552-1,0274-73-2050,,公立小学校,公立小学校,公立小学校,2015/10/,138.8275395,36.27767679
安中市立細野小学校,379-0216,安中市松井田町新井365,027-393-1322,,公立小学校,公立小学校,公立小学校,2015/10/,138.7783108,36.34715089
前橋市立桃井小学校,371-0026,前橋市大手町2-16-4,027-221-3466,,公立小学校,公立小学校,公立小学校,2015/10/,139.0637999,36.38881479
前橋市立敷島小学校,371-0034,前橋市昭和町1-22-8,027-231-2634,,公立小学校,公立小学校,公立小学校,2015/10/,139.0654901,36.40288325
前橋市立城南小学校,371-0804,前橋市六供町1-13-2,027-221-2789,,公立小学校,公立小学校,公立小学校,2015/10/,139.0741828,36.37556804
前橋市立若宮小学校,371-0032,前橋市若宮町4-12-24,027-231-3881,,公立小学校,公立小学校,公立小学校,2015/10/,139.0712877,36.40600432
前橋市立岩神小学校,371-0035,前橋市岩神町4-4-1,027-231-6162,,公立小学校,公立小学校,公立小学校,2015/10/,139.0561114,36.40763802
前橋市立中央小学校,371-0024,前橋市表町1-22-33,027-221-4612,,公立小学校,公立小学校,公立小学校,2015/10/,139.0691165,36.38508947
前橋市立元総社小学校,371-0846,前橋市元総社町1-33-11,027-251-2181,,公立小学校,公立小学校,公立小学校,2015/10/,139.0385821,36.38642725
前橋市立元総社南小学校,371-0846,前橋市元総社町80-2,027-251-2790,,公立小学校,公立小学校,公立小学校,2015/10/,139.0428548,36.38261772
前橋市立元総社北小学校,371-0852,前橋市総社町総社3149,027-253-0026,,公立小学校,公立小学校,公立小学校,2015/10/,139.0335445,36.39509098
前橋市立大利根小学校,371-0825,前橋市大利根町2-12-1,027-252-8111,,公立小学校,公立小学校,公立小学校,2015/10/,139.0588287,36.36041558
前橋市立新田小学校,371-0821,前橋市上新田町1160,027-252-1833,,公立小学校,公立小学校,公立小学校,2015/10/,139.0671267,36.36207742
高崎市立中央小学校,370-0816,高崎市常盤町48-1,027-322-3575,,公立小学校,公立小学校,公立小学校,2015/10/,138.9989179,36.32787079
高崎市立北小学校,370-0067,高崎市請地町20-2,027-322-3515,,公立小学校,公立小学校,公立小学校,2015/10/,139.0024564,36.33301373
高崎市立南小学校,370-0849,高崎市八島町70-1,027-322-3574,,公立小学校,公立小学校,公立小学校,2015/10/,139.0094867,36.32151223
高崎市立東小学校,370-0051,高崎市弓町121-1,027-322-2621,,公立小学校,公立小学校,公立小学校,2015/10/,139.0098957,36.32983021
高崎市立西小学校,370-0802,高崎市並榎町109-1,027-322-5589,,公立小学校,公立小学校,公立小学校,2015/10/,138.9947082,36.33957213
高崎市立塚沢小学校,370-0063,高崎市飯玉町134-1,027-361-8418,,公立小学校,公立小学校,公立小学校,2015/10/,139.0164778,36.34017872
高崎市立片岡小学校,370-0862,高崎市片岡町2-12-1,027-322-5052,,公立小学校,公立小学校,公立小学校,2015/10/,138.9974294,36.31583991
高崎市立寺尾小学校,370-0865,高崎市寺尾町290,027-325-3125,,公立小学校,公立小学校,公立小学校,2015/10/,139.0072633,36.3026546
高崎市立佐野小学校,370-0857,高崎市上佐野町918-2,027-322-8497,,公立小学校,公立小学校,公立小学校,2015/10/,139.0250183,36.30851079
高崎市立六郷小学校,370-0075,高崎市筑縄町32-2,027-361-8819,,公立小学校,公立小学校,公立小学校,2015/10/,138.9873733,36.35357447
高崎市立城南小学校,370-0845,高崎市新後閑町301-1,027-322-5387,,公立小学校,公立小学校,公立小学校,2015/10/,139.0119045,36.31079534
高崎市立城東小学校,370-0046,高崎市江木町128-1,027-322-5438,,公立小学校,公立小学校,公立小学校,2015/10/,139.021201,36.32667065
高崎市立新高尾小学校,370-0002,高崎市日高町592-1,027-362-5295,,公立小学校,公立小学校,公立小学校,2015/10/,139.0369053,36.36453115
高崎市立中川小学校,370-0071,高崎市小八木町1860-1,027-361-8410,,公立小学校,公立小学校,公立小学校,2015/10/,139.0150327,36.36433427
高崎市立八幡小学校,370-0884,高崎市八幡町179-1,027-322-4482,,公立小学校,公立小学校,公立小学校,2015/10/,138.95132,36.3361649
高崎市立豊岡小学校,370-0874,高崎市中豊岡町24,027-322-6240,,公立小学校,公立小学校,公立小学校,2015/10/,138.9749304,36.33495024
高崎市立長野小学校,370-0083,高崎市南新波町77,027-343-2908,,公立小学校,公立小学校,公立小学校,2015/10/,138.971341,36.36374249
高崎市立大類小学校,370-0036,高崎市南大類町543-1,027-352-2921,,公立小学校,公立小学校,公立小学校,2015/10/,139.0455409,36.32415375
高崎市立南八幡小学校,370-1213,高崎市山名町24-1,027-346-2354,,公立小学校,公立小学校,公立小学校,2015/10/,139.0387946,36.28106049
高崎市立倉賀野小学校,370-1201,高崎市倉賀野町1744,027-346-2209,,公立小学校,公立小学校,公立小学校,2015/10/,139.0481688,36.30000321
高崎市立岩鼻小学校,370-1206,高崎市台新田町1,027-346-1420,,公立小学校,公立小学校,公立小学校,2015/10/,139.0700446,36.30244972
高崎市立東部小学校,370-0031,高崎市上大類町1372,027-362-2932,,公立小学校,公立小学校,公立小学校,2015/10/,139.0307425,36.3422831
高崎市立中居小学校,370-0852,高崎市中居町3-28-1,027-352-2700,,公立小学校,公立小学校,公立小学校,2015/10/,139.0409649,36.31632005
高崎市立北部小学校,370-0076,高崎市下小塙町719-1,027-343-2556,,公立小学校,公立小学校,公立小学校,2015/10/,138.9738657,36.35107353
高崎市立西部小学校,370-0884,高崎市八幡町1414,027-343-2545,,公立小学校,公立小学校,公立小学校,2015/10/,138.9433854,36.34788989
高崎市立乗附小学校,370-0867,高崎市乗附町155-1,027-322-1871,,公立小学校,公立小学校,公立小学校,2015/10/,138.9851329,36.32651509
高崎市立浜尻小学校,370-0005,高崎市浜尻町210-1,027-361-7028,,公立小学校,公立小学校,公立小学校,2015/10/,139.0140759,36.35071155
高崎市立矢中小学校,370-1203,高崎市矢中町160-1,027-352-2937,,公立小学校,公立小学校,公立小学校,2015/10/,139.0483331,36.31045501
高崎市立城山小学校,370-0866,高崎市城山町2-16-1,027-323-7111,,公立小学校,公立小学校,公立小学校,2015/10/,139.0136059,36.28597467
高崎市立鼻高小学校,370-0868,高崎市鼻高町58-2,027-322-8691,,公立小学校,公立小学校,公立小学校,2015/10/,138.9391286,36.33243312
高崎市立堤ヶ岡小学校,370-3521,高崎市棟高町2227-1,027-373-2236,,公立小学校,公立小学校,公立小学校,2015/10/,139.0016749,36.3786568
高崎市立久留馬小学校,370-3333,高崎市高浜町2321-1,027-343-1199,,公立小学校,公立小学校,公立小学校,2015/10/,138.9317846,36.36961855
高崎市立下里見小学校,370-3343,高崎市下里見町380,027-343-1277,,公立小学校,公立小学校,公立小学校,2015/10/,138.9190246,36.363476
富岡市立小野小学校,370-2306,富岡市相野田711-2,0274-62-3004,,公立小学校,公立小学校,公立小学校,2015/10/,138.9214988,36.28600368
安中市立碓東小学校,379-0112,安中市岩井62,027-382-4325,,公立小学校,公立小学校,公立小学校,2015/10/,138.9267375,36.33090122
教育学部附属小学校,371-0032,前橋市若宮町2-8-1,027-231-5725,,公立小学校,公立小学校,公立小学校,2015/10/,139.0753395,36.40101584
高崎市立箕輪小学校,370-3105,高崎市箕郷町西明屋196-1,027-371-3555,,公立小学校,公立小学校,公立小学校,2015/10/,138.954404,36.39869296
高崎市立箕郷東小学校,370-3102,高崎市箕郷町生原922-2,027-371-3351,,公立小学校,公立小学校,公立小学校,2015/10/,138.9684081,36.40162674
高崎市立金古小学校,370-3511,高崎市金古町1271-1,027-373-2233,,公立小学校,公立小学校,公立小学校,2015/10/,138.9992493,36.40725717
高崎市立国府小学校,370-3518,高崎市後疋間町184-1,027-373-2237,,公立小学校,公立小学校,公立小学校,2015/10/,139.0165406,36.39506527
高崎市立金古南小学校,370-3511,高崎市金古町658,027-373-2264,,公立小学校,公立小学校,公立小学校,2015/10/,138.9941458,36.4017979
高崎市立車郷小学校,370-3115,高崎市箕郷町富岡255-1,027-371-3259,,公立小学校,公立小学校,公立小学校,2015/10/,138.9491159,36.39030094
高崎市立上郊小学校,370-3533,高崎市保渡田町2107-1,027-373-2238,,公立小学校,公立小学校,公立小学校,2015/10/,138.983596,36.38817506
高崎市立桜山小学校,370-3521,高崎市棟高町2489-1,027-373-9195,,公立小学校,公立小学校,公立小学校,2015/10/,139.0062414,36.37242572
前橋市立中川小学校,371-0015,前橋市三河町2-1-3,027-224-3819,,公立小学校,公立小学校,公立小学校,2015/10/,139.0784923,36.38660127
前橋市立城東小学校,371-0016,前橋市城東町1-35-7,027-231-2251,,公立小学校,公立小学校,公立小学校,2015/10/,139.0795654,36.39481898
前橋市立天川小学校,371-0801,前橋市文京町3-18-4,027-221-5991,,公立小学校,公立小学校,公立小学校,2015/10/,139.0852507,36.37899878
前橋市立広瀬小学校,371-0812,前橋市広瀬町3-19,027-263-2236,,公立小学校,公立小学校,公立小学校,2015/10/,139.1137419,36.35726041
前橋市立山王小学校,379-2123,前橋市山王町160-1,027-266-5171,,公立小学校,公立小学校,公立小学校,2015/10/,139.1243695,36.34878472
前橋市立朝倉小学校,371-0811,前橋市朝倉町165-1,027-261-7775,,公立小学校,公立小学校,公立小学校,2015/10/,139.0961617,36.36683015
前橋市立天神小学校,371-0813,前橋市後閑町50-4,027-265-3312,,公立小学校,公立小学校,公立小学校,2015/10/,139.0987964,36.36272967
前橋市立上川淵小学校,371-0811,前橋市朝倉町466,027-265-0650,,公立小学校,公立小学校,公立小学校,2015/10/,139.090867,36.3583295
前橋市立下川淵小学校,379-2141,前橋市鶴光路町38-1,027-265-0656,,公立小学校,公立小学校,公立小学校,2015/10/,139.0943354,36.33598044
前橋市立桂萱小学校,371-0007,前橋市上泉町178,027-231-3015,,公立小学校,公立小学校,公立小学校,2015/10/,139.1046031,36.39615908
前橋市立桃木小学校,371-0052,前橋市上沖町732-1,027-233-2963,,公立小学校,公立小学校,公立小学校,2015/10/,139.090782,36.40366942
前橋市立桂萱東小学校,371-0003,前橋市堤町471,027-269-0935,,公立小学校,公立小学校,公立小学校,2015/10/,139.1294287,36.39797541
